Company,Product,TypeName,Inches,ScreenResolution,ScreenType,TouchScreen,CPU_Company,CPU_Type,Frequency_GHz,Frequency_Category,RAM_GB,RAM_Category,Memory,Total_Memory,Memory_Category,GPU_Company,GPU_Type,OpSys,Weight_kg,Price_Rs,Price_Category
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,AMD,Radeon 530,Windows 10,2.1,61713,Average Budget
Dell,Inspiron 5577,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 1050,Windows 10,2.56,73357,High Budget
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1920x1080,Full HD,No,AMD,A9-Series 9420,2.9,High Frequency,4,Low RAM,256GB SSD,256,Low Memory,AMD,Radeon 530,Windows 10,2.2,35738,Low Budget
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,Not Specified,No,AMD,A12-Series 9720P,3.6,High Frequency,8,Average RAM,1TB HDD,1024,Average Memory,AMD,Radeon R7,Windows 10,2.2,38425,Low Budget
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,1TB HDD +  1TB HDD,2048,High Memory,Intel,HD Graphics 620,Windows 10,2.1,55622,Average Budget
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,No OS,1.9,40306,Average Budget
Dell,Vostro 5568,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,2.18,71208,High Budget
Acer,Spin 5,2 in 1 Convertible,13.3,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.6,89480,High Budget
Lenovo,ThinkPad P51s,Workstation,15.6,1920x1080,Full HD,No,Intel,Core i7 6500U,2.5,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Nvidia,Quadro M520M,Windows 7,2.18,166152,High Budget
Lenovo,Thinkpad T460p,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 6300HQ,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.8,106677,High Budget
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,1920x1080,IPS Panel Full HD,No,AMD,A10-Series 9620P,2.5,Average Frequency,6,Average RAM,2TB HDD,2048,High Memory,AMD,Radeon 530,Windows 10,2.71,58668,Average Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,111872,High Budget
Dell,Latitude 5480,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 7440HQ,2.8,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 930MX,Linux,1.64,97541,High Budget
Dell,Vostro 5568,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Linux,1.98,65027,Average Budget
Asus,VivoBook E403NA,Notebook,14.0,1920x1080,Full HD,No,Intel,Celeron Dual Core N3350,1.1,Low Frequency,4,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics 500,Windows 10,1.5,26691,Low Budget
Dell,Latitude 5580,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7300U,2.6,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.93,127726,High Budget
Lenovo,Thinkpad E470,Notebook,14.0,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 920MX,Windows 10,1.87,76761,High Budget
Dell,Latitude 5580,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7300U,2.6,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.9,105603,High Budget
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,1366x768,Not Specified,No,AMD,A6-Series 7310,2.0,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,AMD,Radeon R4,Windows 10,2.19,26691,Low Budget
Mediacom,Smartbook 142,Notebook,14.0,1920x1200,IPS Panel Full HD,No,Intel,Atom Z8350,1.92,Average Frequency,4,Low RAM,32GB HDD,32,Low Memory,Intel,HD Graphics 400,Windows 10,1.4,23736,Low Budget
HP,ProBook 470,Notebook,17.3,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 930MX,Windows 10,2.63,107483,High Budget
Lenovo,ThinkPad X1,Ultrabook,14.0,2560x1440,IPS Panel Quad HD+,No,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 520,Windows 10,1.17,151015,High Budget
HP,Pavilion X360,2 in 1 Convertible,13.3,1366x768,IPS Panel Touchscreen,Yes,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.58,74880,High Budget
Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.32,134265,High Budget
Dell,Alienware 17,Gaming,17.3,3840x2160,4K Ultra HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,32,High RAM,1TB SSD +  1TB HDD,2048,High Memory,Nvidia,GeForce GTX 1070,Windows 10,4.36,327736,High Budget
MSI,GL72M 7REX,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.7,120740,High Budget
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,No OS,1.9,43799,Average Budget
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,AMD,Radeon 530,Windows 10,2.2,64400,Average Budget
Dell,Inspiron 5378,2 in 1 Convertible,13.3,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i3 7100U,2.4,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,1.71,58130,Average Budget
Dell,Inspiron 5567,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,AMD,Radeon R7 M445,Linux,2.32,52756,Average Budget
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1920x1080,Full HD,No,AMD,A9-Series 9420,3.0,High Frequency,4,Low RAM,1TB HDD,1024,Average Memory,AMD,Radeon 520,Windows 10,2.1,43799,Average Budget
Acer,Predator 17,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,16,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1060,Windows 10,4.2,173317,High Budget
Dell,Inspiron 3567,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,12,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,2.25,58130,Average Budget
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,1920x1080,Full HD,No,AMD,A9-Series A9-9420,3.0,High Frequency,6,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,AMD,Radeon 520,Windows 10,2.1,58220,Average Budget
Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Windows 10,2.4,50069,Average Budget
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.44,85987,High Budget
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,1.85,69775,Average Budget
HP,ZBook 15,Workstation,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD,256,Low Memory,Nvidia,Quadro M2200,Windows 10,2.6,216669,High Budget
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Intel,UHD Graphics 620,Windows 10,1.55,59026,Average Budget
MSI,GS63VR 7RF,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1060,Windows 10,1.8,187559,High Budget
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 10,2.4,36723,Low Budget
Dell,Inspiron 7560,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce 940MX,Windows 10,2.0,108110,High Budget
Dell,Vostro 3568,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,2.0,59564,Average Budget
Toshiba,Tecra X40-D-10G,Notebook,14.0,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.25,137489,High Budget
Lenovo,Flex 5,2 in 1 Convertible,14.0,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.7,89480,High Budget
Lenovo,Thinkpad P51s,Workstation,15.6,3840x2160,IPS Panel 4K Ultra HD,No,Intel,Core i7 7600U,2.8,Average Frequency,16,Average RAM,1TB SSD,1024,Average Memory,Nvidia,Quadro M520M,Windows 10,2.5,295491,High Budget
Acer,Chromebook 14,Notebook,14.0,1366x768,Not Specified,No,Intel,Celeron Dual Core N3060,1.6,Low Frequency,2,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics 400,Chrome OS,1.68,29558,Low Budget
Samsung,Notebook 9,Ultrabook,13.3,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,16,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,0.81,147700,High Budget
HP,250 G6,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i3 6006U,2.0,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.86,48278,Average Budget
Dell,Latitude 5480,Notebook,14.0,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.6,100855,High Budget
HP,Zbook 17,Workstation,17.3,1920x1080,IPS Panel Full HD,No,Intel,Xeon E3-1535M v5,2.9,High Frequency,16,Average RAM,256GB SSD,256,Low Memory,Nvidia,Quadro M2000M,Windows 7,3.0,393122,High Budget
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,1366x768,Touchscreen,Yes,Intel,Celeron Dual Core N3060,1.6,Low Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 400,Windows 10,1.4,42545,Average Budget
HP,EliteBook 850,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 6300U,2.4,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.84,170183,High Budget
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 6300HQ,2.3,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 950M,No OS,2.45,51861,Average Budget
Lenovo,Thinkpad T460,Ultrabook,14.0,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,180GB SSD,180,Low Memory,Intel,HD Graphics 520,Windows 10,1.7,98168,High Budget
Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i7 7500U,2.7,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,2.37,76044,High Budget
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,3200x1800,IPS Panel Quad HD+ / Touchscreen,Yes,Intel,Core i5 6260U,1.8,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 540,Windows 10,1.3,107394,High Budget
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050,Windows 10,2.2,98437,High Budget
HP,ZBook 15,Workstation,15.6,1920x1080,Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,Quadro M1000M,Windows 7,2.59,139818,High Budget
Dell,Alienware 17,Gaming,15.6,3840x2160,IPS Panel 4K Ultra HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1070,Windows 10,4.42,256886,High Budget
Acer,Aspire 3,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,2.1,53652,Average Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050,Windows 10,2.5,93869,High Budget
Dell,Latitude 7280,Ultrabook,12.5,1920x1080,Full HD,No,Intel,Core i7 7600U,2.8,Average Frequency,16,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.18,166510,High Budget
Google,Pixelbook (Core,Ultrabook,12.3,2400x1600,Touchscreen,Yes,Intel,Core i5 7Y57,1.2,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 615,Chrome OS,1.1,139639,High Budget
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,3200x1800,IPS Panel Quad HD+,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.2,101124,High Budget
Dell,Latitude 3380,Notebook,13.3,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 10,1.65,76044,High Budget
Acer,TravelMate P238-M,Notebook,13.3,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 520,Windows 10,1.6,58668,Average Budget
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Not Specified,No,Intel,Pentium Quad Core N4200,1.1,Low Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce 920MX,Windows 10,2.8,42097,Average Budget
Dell,Inspiron 7559,Gaming,15.6,3840x2160,IPS Panel 4K Ultra HD / Touchscreen,Yes,Intel,Core i7 6700HQ,2.6,Average Frequency,16,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 960M,Windows 10,2.72,98437,High Budget
Samsung,Notebook 9,Ultrabook,13.3,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.31,143222,High Budget
Acer,Aspire A315-31,Notebook,15.6,1366x768,Not Specified,No,Intel,Pentium Quad Core N4200,1.1,Low Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 505,Linux,2.1,26691,Low Budget
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,16,Average RAM,256GB SSD,256,Low Memory,AMD,Radeon R7 M445,Windows 10,2.3,105782,High Budget
Samsung,Notebook 9,2 in 1 Convertible,15.0,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,16,Average RAM,256GB SSD,256,Low Memory,AMD,Radeon 540,Windows 10,1.71,161136,High Budget
Toshiba,Tecra A40-C-1E5,Notebook,14.0,1366x768,IPS Panel,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 520,Windows 10,1.75,91361,High Budget
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 1050,Windows 10,2.62,98437,High Budget
HP,EliteBook 820,Ultrabook,12.5,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.26,111425,High Budget
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,12,Average RAM,2TB HDD,2048,High Memory,Nvidia,GeForce 940MX,Windows 10,2.3,75149,High Budget
Lenovo,Thinkpad P50,Notebook,15.6,3840x2160,4K Ultra HD,No,Intel,Core i7 6820HQ,2.7,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Nvidia,Quadro M2000M,Windows 7,2.5,212280,High Budget
Acer,Swift 3,Notebook,14.0,1920x1080,IPS Panel Full HD,No,Intel,Core i3 7100U,2.4,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 620,Windows 10,1.8,56966,Average Budget
Razer,Blade Pro,Gaming,14.0,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Nvidia,GeForce GTX 1060,Windows 10,1.95,259663,High Budget
Asus,Vivobook Max,Notebook,15.6,1920x1080,Not Specified,No,Intel,Pentium Dual Core N4200,1.1,Low Frequency,8,Average RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 505,Windows 10,2.0,52040,Average Budget
Dell,Alienware 17,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,32,High RAM,1TB SSD +  1TB HDD,2048,High Memory,Nvidia,GeForce GTX 1070M,Windows 10,4.42,321377,High Budget
Asus,Rog G752VS-BA171T,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1070,Windows 10,4.3,210489,High Budget
Toshiba,Tecra Z40-C-161,Ultrabook,14.0,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6600U,2.6,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Nvidia,GeForce 930M,Windows 10,1.47,158001,High Budget
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1366x768,Not Specified,No,Intel,Celeron Quad Core N3710,1.6,Low Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 405,No OS,2.2,29468,Low Budget
Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.7,205921,High Budget
MSI,GS43VR 7RE,Gaming,14.0,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1060,Windows 10,1.6,169376,High Budget
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050,Windows 10,2.2,97541,High Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 1050,Windows 10,2.4,89480,High Budget
Acer,Predator G9-793,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1060,Windows 10,4.2,205921,High Budget
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce GTX 1050,Windows 10,2.62,88226,High Budget
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX1060,Windows 10,2.24,119934,High Budget
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,1920x1080,Not Specified,No,Intel,Celeron Dual Core N3350,1.1,Low Frequency,4,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics 500,Windows 10,1.22,18093,Low Budget
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.37,176452,High Budget
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,AMD,Radeon R7 M460,Windows 10,2.08,85897,High Budget
Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,IPS Panel Retina Display,No,Intel,Core M,1.2,Low Frequency,8,Average RAM,512GB Flash Storage,512,Low Memory,Intel,HD Graphics 5300,Mac OS X,0.92,104349,High Budget
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,IPS Panel Touchscreen,Yes,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.42,208698,High Budget
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Not Specified,No,Intel,Celeron Dual Core N3350,1.1,Low Frequency,4,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics 500,Windows 10,1.63,26781,Low Budget
Dell,Latitude 3580,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 620,Windows 10,1.95,72551,High Budget
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.38,120829,High Budget
Dell,Vostro 5568,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i3 6006U,2.0,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,AMD,Radeon R5 M420X,Windows 10,2.0,66192,Average Budget
HP,ZBook 17,Workstation,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,Quadro M2200,Windows 10,3.14,184872,High Budget
Asus,Pro P2540UA-XS51,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,2.37,98437,High Budget
Dell,XPS 13,Ultrabook,13.3,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.29,134265,High Budget
Dell,XPS 15,Notebook,15.6,3840x2160,4K Ultra HD / Touchscreen,Yes,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce GTX 1050,Windows 10,2.06,156657,High Budget
Dell,Latitude 3180,Netbook,11.6,1366x768,Not Specified,No,Intel,Pentium Quad Core N4200,1.1,Low Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 505,Windows 10,1.63,66640,Average Budget
HP,EliteBook 820,Netbook,12.5,1366x768,Not Specified,No,Intel,Core i5 7300U,2.6,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.26,124412,High Budget
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 10,2.1,69864,Average Budget
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,1366x768,Not Specified,No,AMD,A12-Series 9700P,2.5,Average Frequency,8,Average RAM,2TB HDD,2048,High Memory,AMD,Radeon R7 Graphics,Windows 10,2.04,56339,Average Budget
Dell,Inspiron 7567,Gaming,15.6,3840x2160,4K Ultra HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.62,150388,High Budget
